proyecto,codigo,cant,fecha_inventario
2503,120751,10,2026-08-31
2503,120761,0,2026-08-31
2503,120771,0,2026-08-31
2503,120772,0,2026-08-31
2503,120781,2,2026-08-31
2503,120788,6,2026-08-31
2503,170111,0,2026-08-31
2503,170121,0,2026-08-31
2503,170211,0,2026-08-31
2503,170221,0,2026-08-31
2503,170231,0,2026-08-31
2503,170301,0,2026-08-31
2503,180121,0,2026-08-31
2503,210112,61,2026-08-31
2503,240123,0,2026-08-31
2503,240211,0,2026-08-31
2503,260111,0,2026-08-31
2503,260211,1,2026-08-31
2503,260251,0,2026-08-31
2503,260311,0,2026-08-31
2503,260313,0,2026-08-31
2503,260332,0,2026-08-31
2503,260351,0,2026-08-31
2503,260353,0,2026-08-31
2503,260355,0,2026-08-31
2503,270111,600,2026-08-31
2503,300115,0,2026-08-31
2503,300311,0,2026-08-31
2503,370110,0,2026-08-31
2503,370111,2,2026-08-31
2503,370113,0,2026-08-31
2503,370118,2,2026-08-31
2503,370122,0,2026-08-31
2503,370130,2,2026-08-31
2503,370131,6,2026-08-31
2503,370144,0,2026-08-31
2503,370213,0,2026-08-31
2503,370216,47,2026-08-31
2503,370221,3,2026-08-31
2503,370222,4,2026-08-31
2503,370223,0,2026-08-31
2503,370226,0,2026-08-31
2503,370228,0,2026-08-31
2503,370229,13,2026-08-31
2503,370230,0,2026-08-31
2503,370231,0,2026-08-31
2503,370232,0,2026-08-31
2503,370233,0,2026-08-31
2503,370238,0,2026-08-31
2503,370241,7,2026-08-31
2503,370242,0,2026-08-31
2503,370243,0,2026-08-31
2503,370248,0,2026-08-31
2503,370249,0,2026-08-31
2503,370250,0,2026-08-31
2503,370257,0,2026-08-31
2503,370258,0,2026-08-31
2503,370312,0,2026-08-31
2503,370313,2,2026-08-31
2503,370331,0,2026-08-31
2503,370333,0,2026-08-31
2503,370334,0,2026-08-31
2503,370335,0,2026-08-31
2503,370336,0,2026-08-31
2503,370341,5,2026-08-31
2503,370342,0,2026-08-31
2503,370343,5,2026-08-31
2503,370344,5,2026-08-31
2503,370347,300,2026-08-31
2503,370348,1,2026-08-31
2503,370349,2,2026-08-31
2503,370350,5,2026-08-31
2503,370351,0,2026-08-31
2503,370352,0,2026-08-31
2503,370354,0,2026-08-31
2503,370357,1,2026-08-31
2503,370358,270,2026-08-31
2503,370359,1,2026-08-31
2503,370361,2,2026-08-31
2503,370416,125,2026-08-31
2503,370417,75,2026-08-31
2503,370421,72,2026-08-31
2503,370422,77,2026-08-31
2503,370424,0,2026-08-31
2503,370435,75,2026-08-31
2503,370438,50,2026-08-31
2503,370441,0,2026-08-31
2503,370444,0,2026-08-31
2503,370449,75,2026-08-31
2503,370450,75,2026-08-31
2503,370551,5,2026-08-31
2503,370612,0,2026-08-31
2503,370613,10,2026-08-31
2503,370615,0,2026-08-31
2503,370616,0,2026-08-31
2503,380101,0,2026-08-31
2503,390114,0,2026-08-31
2503,390115,0,2026-08-31
2503,390116,0,2026-08-31
2503,390120,0,2026-08-31
2503,390121,0,2026-08-31
2503,390125,70,2026-08-31
2503,390127,0,2026-08-31
2503,390128,0,2026-08-31
2503,390129,0,2026-08-31
2503,390130,0,2026-08-31
2503,390131,0,2026-08-31
2503,390136,2,2026-08-31
2503,390138,0,2026-08-31
2503,390141,0,2026-08-31
2503,390143,0,2026-08-31
2503,390145,0,2026-08-31
2503,390149,0,2026-08-31
2503,390152,0,2026-08-31
2503,390153,0,2026-08-31
2503,390157,0,2026-08-31
2503,390158,0,2026-08-31
2503,390160,0,2026-08-31
2503,390165,0,2026-08-31
2503,390167,2,2026-08-31
2503,390172,0,2026-08-31
2503,390173,0,2026-08-31
2503,390175,0,2026-08-31
2503,390176,0,2026-08-31
2503,390177,0,2026-08-31
2503,390178,0,2026-08-31
2503,390179,0,2026-08-31
2503,390180,0,2026-08-31
2503,390181,0,2026-08-31
2503,390183,0,2026-08-31
2503,390184,0,2026-08-31
2503,390194,0,2026-08-31
2503,430137,0,2026-08-31
2503,430140,0,2026-08-31
2503,430191,0,2026-08-31
2503,430192,0,2026-08-31
2503,440111,0,2026-08-31
2503,460111,20,2026-08-31
2503,460211,0,2026-08-31
2503,510111,0,2026-08-31
2503,510113,0,2026-08-31
2503,510121,1,2026-08-31
2503,510128,0,2026-08-31
2503,510211,0,2026-08-31
2503,510212,0,2026-08-31
2503,510214,0,2026-08-31
2503,510216,0,2026-08-31
2503,510220,0,2026-08-31
2503,510222,0,2026-08-31
2503,530101,0,2026-08-31
2503,540111,10,2026-08-31
2503,540212,1,2026-08-31
2503,540221,1,2026-08-31
2503,540223,3,2026-08-31
2503,540310,5,2026-08-31
2503,540350,7,2026-08-31
2503,540410,7,2026-08-31
2503,540411,9,2026-08-31
2503,540412,0,2026-08-31
2503,540413,12,2026-08-31
2503,540421,12,2026-08-31
2503,540431,0,2026-08-31
2503,550101,50,2026-08-31
2503,590111,1,2026-08-31
2503,590112,0,2026-08-31
2503,590121,0,2026-08-31
2503,590123,0,2026-08-31
2503,590124,0,2026-08-31
2503,590211,20,2026-08-31
2503,590212,0,2026-08-31
2503,590225,0,2026-08-31
2503,590311,0,2026-08-31
2503,600111,0,2026-08-31
2503,600121,0,2026-08-31
2503,600131,0,2026-08-31
2503,600132,0,2026-08-31
2503,600220,6,2026-08-31
2503,600221,0,2026-08-31
2503,610131,0,2026-08-31
2503,610162,0,2026-08-31
2503,610166,0,2026-08-31
2503,610167,0,2026-08-31
2503,610210,0,2026-08-31
2503,610212,6,2026-08-31
2503,610213,6,2026-08-31
2503,610216,1,2026-08-31
2503,610235,17,2026-08-31
2503,650132,0,2026-08-31
2503,720121,30,2026-08-31
2503,720122,26,2026-08-31
2503,720123,3,2026-08-31
2503,720124,20,2026-08-31
2503,720125,25,2026-08-31
2503,720126,19,2026-08-31
2503,720129,0,2026-08-31
2503,720130,1,2026-08-31
2503,720131,3,2026-08-31
2503,720132,0,2026-08-31
2503,720146,15,2026-08-31
2503,720147,18,2026-08-31
2503,720148,9,2026-08-31
2503,720149,0,2026-08-31
2503,720153,18,2026-08-31
2503,720155,7,2026-08-31
2503,720156,4,2026-08-31
2503,720159,0,2026-08-31
2503,720160,21,2026-08-31
2503,720163,20,2026-08-31
2503,720164,20,2026-08-31
2503,720165,20,2026-08-31
2503,720166,1,2026-08-31
2503,720171,15,2026-08-31
2503,720172,16,2026-08-31
2503,720173,8,2026-08-31
2503,720181,1,2026-08-31
2503,720182,12,2026-08-31
2503,720183,12,2026-08-31
2503,720184,4,2026-08-31
2503,720185,11,2026-08-31
2503,720186,17,2026-08-31
2503,720190,0,2026-08-31
2503,720191,0,2026-08-31
2503,720193,0,2026-08-31
2503,720194,1,2026-08-31
2503,720195,0,2026-08-31
2503,720211,0,2026-08-31
2503,720212,0,2026-08-31
2503,720213,0,2026-08-31
2503,720231,0,2026-08-31
2503,720232,0,2026-08-31
2503,720233,0,2026-08-31
2503,720251,17,2026-08-31
2503,720252,90,2026-08-31
2503,720253,350,2026-08-31
2503,720271,0,2026-08-31
2503,720272,0,2026-08-31
2503,720273,0,2026-08-31
2503,720275,0,2026-08-31
2503,720276,10,2026-08-31
2503,720277,1,2026-08-31
2503,720278,10,2026-08-31
2503,720323,129,2026-08-31
2503,720325,0,2026-08-31
2503,720331,26,2026-08-31
2503,720353,0,2026-08-31
2503,720356,0,2026-08-31
2503,770133,1,2026-08-31
2503,790113,0,2026-08-31
2503,810111,0,2026-08-31
2503,810131,0,2026-08-31
2503,810132,0,2026-08-31
2503,810140,0,2026-08-31
2503,810141,0,2026-08-31
2503,810142,10,2026-08-31
2503,810143,1,2026-08-31
2503,810211,7,2026-08-31
2503,810232,0,2026-08-31
2503,810234,0,2026-08-31
2503,810311,0,2026-08-31
2503,810321,0,2026-08-31
2503,810411,0,2026-08-31
2503,810413,3,2026-08-31
2503,810512,53,2026-08-31
2503,810515,0,2026-08-31
2503,810611,0,2026-08-31
2503,810621,3,2026-08-31
2503,810632,0,2026-08-31
2503,810641,1,2026-08-31
2503,810643,0,2026-08-31
2503,810811,15,2026-08-31
2503,810812,9,2026-08-31
2503,810813,12,2026-08-31
2503,810814,11,2026-08-31
2503,810818,19,2026-08-31
2503,810819,4,2026-08-31
2503,810821,0,2026-08-31
2503,810823,12,2026-08-31
2503,810824,12,2026-08-31
2503,810826,11,2026-08-31
2503,810827,12,2026-08-31
2503,810828,11,2026-08-31
2503,810829,11,2026-08-31
2503,810830,8,2026-08-31
2503,810851,15,2026-08-31
2503,810858,11,2026-08-31
2503,830112,1,2026-08-31
2503,830121,0,2026-08-31
2503,830133,0,2026-08-31
2503,830135,0,2026-08-31
2503,830211,1,2026-08-31
2503,830215,0,2026-08-31
2503,830217,0,2026-08-31
2503,830221,0,2026-08-31
2503,830225,0,2026-08-31
2503,830228,0,2026-08-31
2503,830229,0,2026-08-31
2503,830233,0,2026-08-31
2503,830235,0,2026-08-31
2503,830239,0,2026-08-31
2503,830242,20,2026-08-31
2503,830243,24,2026-08-31
2503,830244,0,2026-08-31
2503,830245,100,2026-08-31
2503,830249,0,2026-08-31
2503,830252,0,2026-08-31
2503,830253,5,2026-08-31
2503,830254,0,2026-08-31
2503,830255,0,2026-08-31
2503,830257,0,2026-08-31
2503,830315,2,2026-08-31
2503,830321,0,2026-08-31
2503,830335,0,2026-08-31
2503,830336,0,2026-08-31
2503,840101,0,2026-08-31
2503,850110,0,2026-08-31
2503,850111,0,2026-08-31
2503,850112,110,2026-08-31
2503,850113,0,2026-08-31
2503,850114,0,2026-08-31
2503,860111,0,2026-08-31
2503,860215,2,2026-08-31
2503,860261,1,2026-08-31
2503,860276,1,2026-08-31
2503,860277,0,2026-08-31
2503,860421,0,2026-08-31
2503,860422,6,2026-08-31
2503,860451,0,2026-08-31
2503,860452,0,2026-08-31
2503,870112,0,2026-08-31
2503,900111,0,2026-08-31
2503,900112,6,2026-08-31
2503,900113,0,2026-08-31
2503,900114,15,2026-08-31
2503,900116,1,2026-08-31
2503,900117,25,2026-08-31
2503,900118,20,2026-08-31
2503,900119,0,2026-08-31
2503,900120,0,2026-08-31
2503,900121,58,2026-08-31
2503,900122,73,2026-08-31
2503,900123,2,2026-08-31
2503,900124,0,2026-08-31
2503,900125,1,2026-08-31
2503,900127,0,2026-08-31
2503,900128,3,2026-08-31
2503,900129,7,2026-08-31
2503,900130,0,2026-08-31
2503,900132,0,2026-08-31
2503,900134,0,2026-08-31
2503,900135,0,2026-08-31
2503,900136,0,2026-08-31
2503,900138,0,2026-08-31
2503,900139,22,2026-08-31
2503,900140,88,2026-08-31
2503,900141,7,2026-08-31
2503,900142,0,2026-08-31
2503,900143,0,2026-08-31
2503,900144,0,2026-08-31
2503,900145,126,2026-08-31
2503,900146,48,2026-08-31
2503,900147,152,2026-08-31
2503,900152,41,2026-08-31
2503,900214,0,2026-08-31
2503,900218,0,2026-08-31
2503,900220,0,2026-08-31
2503,900221,0,2026-08-31
2503,900222,0,2026-08-31
2503,900224,0,2026-08-31
2503,900229,0,2026-08-31
2503,900231,0,2026-08-31
2503,900240,0,2026-08-31
2503,900249,0,2026-08-31
2503,930151,0,2026-08-31
2503,930153,1,2026-08-31
2503,930171,0,2026-08-31
2503,930221,24,2026-08-31
2503,930223,0,2026-08-31
2503,930224,0,2026-08-31
2503,930225,7,2026-08-31
2503,930261,0,2026-08-31
2503,930271,70,2026-08-31
2503,930282,22,2026-08-31
2503,930321,3,2026-08-31
2503,950111,0,2026-08-31
2503,950132,0,2026-08-31
2503,950171,0,2026-08-31
2503,950225,0,2026-08-31
2503,950313,0,2026-08-31
2503,950412,0,2026-08-31
2503,950416,13,2026-08-31
2503,950417,0,2026-08-31
2503,950447,0,2026-08-31
2503,950451,75,2026-08-31
2503,970610,2,2026-08-31
2503,970611,2,2026-08-31
2503,970614,1,2026-08-31
2503,990101,0,2026-08-31
